;name;image;appearences;description
2683;Marin;https://static.wikia.nocookie.net/marveldatabase/images/b/b5/Mr._Marin_%28Earth-616%29_from_Dark_Avengers_Vol_1_179_001.jpg/revision/latest?cb=20130112200216;X-Men First Class Vol 2 11;"Member of the Continuiteens, who took care of intervening if the continuity of the Marvel Universe was affected by unrecorded events.[77]
He became a member of F.A.C.T., the government agency charged with assembling the new Thunderbolts teams.[78][79][80][81]"
2684;Mario;https://static.wikia.nocookie.net/marveldatabase/images/a/a3/Mario_%28Earth-616%29_from_Avengers_Vol_1_18_001.png/revision/latest?cb=20201031010714;Avengers Vol 1 18;"Mario was a circus acrobat, who couldn't stretch far enough to catch a falling mate; the seemingly doomed trapezist was however unwittingly saved by Pietro Maximoff.[82]"
2685;Mario;https://static.wikia.nocookie.net/marveldatabase/images/e/e7/Mario_%28Barman%29_%28Earth-616%29_from_Marvel_Graphic_Novel_Vol_1_50_001.png/revision/latest?cb=20161023122646;Wolverine, Nick Fury: The Scorpio Connection a Marvel Graphic Novel Vol 1 1;Mario was a barman and an acquaintance of Colonel Fury.[83]
2686;Marissa;https://static.wikia.nocookie.net/marveldatabase/images/5/50/Marissa_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_629_001.png/revision/latest?cb=20140710192045;Amazing Spider-Man Vol 1 629;"Marissa was Dr. Curt Connors' assistant.[84] Connors grew jealous over Marissa when she flirted with Brian King.[85]
After the massacre at Phelcorp Industries, Marissa was adopted as a human pet by the Lizard.[86]"
2687;Mark;https://static.wikia.nocookie.net/marveldatabase/images/1/1b/Mark_%28Henchman%29_%28Earth-616%29_from_Daring_Mystery_Comics_Vol_1_8_0001.jpg/revision/latest?cb=20180706170910;Daring Mystery Comics Vol 1 8;Mark was a henchman of Gore who, together with his companions, was forced by the Thunderer to take him to his boss's den. Once there, Mark and the other two henchmen were killed in the fire that followed a short circuit caused by their leader.[87]
2688;Mark;https://static.wikia.nocookie.net/marveldatabase/images/3/3d/Mark_%28Mugger%29_%28Earth-616%29_from_Uncanny_Tales_Vol_1_6_0001.jpg/revision/latest?cb=20180707155935;Uncanny Tales Vol 1 6;Mark wanted to give up his gruesome trade as mugger and killer but he loved his wife and wanted to continue to give her expensive presents. He pulled one last job and resolved to tell her he's broke when he goes through a dark alley and feels a knife shoved deep into his back. It turns out his wife is in the same business for the same reason.[88]
2689;Mark;https://static.wikia.nocookie.net/marveldatabase/images/a/a5/Mark_%28Earth-616%29_from_Iron_Man_Vol_1_64_0001.jpg/revision/latest?cb=20180419230708;Iron Man Vol 1 64;Mark and his girlfriend Sharon were in Roxie Gilbert's health food store in Detroit when Rokk, a creature created by Dr. Spectrum, broke into the shop. Annoyed by Mark's reaction during the assault, Sharon decided to break up with him.[89]
2690;Mark;https://static.wikia.nocookie.net/marveldatabase/images/3/35/Mark_%28Earth-616%29_from_Iron_Man_Vol_1_87_0001.jpg/revision/latest?cb=20180418224451;Iron Man Vol 1 87;Mark was sailing on his father's sailboat with his friend Jimmy on Long Island Sound when they were assaulted by Blizzard who used them to distract Iron Man.[90]
2691;Mark;https://static.wikia.nocookie.net/marveldatabase/images/9/9e/Mark_%28Pilot%29_%28Earth-616%29_from_Marvel_Team-Up_Annual_Vol_1_1_0001.jpg/revision/latest?cb=20180421232816;Marvel Team-Up Annual Vol 1 1;Mark was an airline pilot who was on board the Boeing 747 carrying Professor Xavier and the X-Men at the International Conference on Man-Made Mutation.[91]
2692;Mark;https://static.wikia.nocookie.net/marveldatabase/images/0/0a/Mark_%28Hoodlum%29_%28Earth-616%29_from_Marvel_Super-Heroes_Vol_2_7_0001.jpg/revision/latest?cb=20180419234740;Marvel Super-Heroes Vol 2 7;Mark was a thug who worked for the Stinger. Under Stinger's orders and armed with Stinger's electric weapon, Mark assaulted a group of homeless people to flush out Stinger's old enemy the Angel. Mark and the other Stinger's other henchmen were defeated by the Angel with the help of Cloak and Dagger.[92]
2693;Mark;https://static.wikia.nocookie.net/marveldatabase/images/2/26/Mark_%28Earth-616%29_from_Daredevil_Vol_1_304_0001.jpg/revision/latest?cb=20180417222150;Daredevil Vol 1 304;Mark was playing with the racquet with a friend on Lafayette Avenue when an oncoming car with its driver distracted by the cellular just as Mark's was in the middle of the road and was about to be invested by it but thanks to the intervention of Daredevil the tragedy was avoided.[39]
2694;Mark;https://static.wikia.nocookie.net/marveldatabase/images/c/c3/Mark_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_382_001.png/revision/latest?cb=20130731172827;Amazing Spider-Man Vol 1 382;Mark was a director on the soap opera Secret Hospital. He had to cut Mary Jane's scene, even if it was her only on-screen appearance.[93]
2695;Mark;https://static.wikia.nocookie.net/marveldatabase/images/8/8d/Mark_%28Doctor%29_%28Earth-616%29_from_Spectacular_Spider-Man_Vol_1_236_001.png/revision/latest?cb=20130928082046;Spectacular Spider-Man Vol 1 236;Mark was one of the doctors who assisted Peter Parker when he collapsed without any warning.[94]
2696;Mark;https://static.wikia.nocookie.net/marveldatabase/images/d/df/Mark_%28Superhero_fan%29_%28Earth-616%29_from_Marvel_Heroes_%26_Legends_Vol_1_1_0001.jpg/revision/latest?cb=20161214150344;Marvel: Heroes & Legends Vol 1 1;Mark was a kid and a great fan of superheroes. He was accompanied by his father to watch the arrival of the superhero guests to the wedding of Reed Richards and Susan Storm, but during the Grey Gargoyle's attack he was lost in the crowd, and was rescued by Spider-Man.[95]
2697;Mark;https://static.wikia.nocookie.net/marveldatabase/images/b/b0/Mark_%28Cypress_Hills%29_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_425_001.png/revision/latest?cb=20131009215326;Amazing Spider-Man Vol 1 425;Mark and Glenn witnessed a group of ninjas rob the grave of Doctor Octopus in broad daylight at Cypress Hills Cemetery.[96]
2698;Mark;https://static.wikia.nocookie.net/marveldatabase/images/7/7c/Mark_%28Worldwide_Investment_Corporation%29_%28Earth-616%29_from_Punisher_Vol_5_5_0001.jpg/revision/latest?cb=20180419232454;Punisher Vol 5 5;Mark was the first of the board members of the Worldwide Investment Corporation to be killed by the vigilante Mr. Payback when he broke into the boardroom.[97]
2699;Mark;https://static.wikia.nocookie.net/marveldatabase/images/2/25/Mark_%28Child%29_%28Earth-616%29_from_Captain_America_Vol_3_50_0001.jpg/revision/latest?cb=20180420225041;Captain America Vol 3 50;Mark was a child who idolized Captain America and during play always chose the part of his favorite hero. At the news of the death of Captain America, he was upset to the point of not intervening to defend his classmate who was bullied for being an immigrant.[98]
2700;Mark;https://static.wikia.nocookie.net/marveldatabase/images/e/ee/Marc_%28Actor%29_%28Earth-616%29_from_Torch_Vol_1_4_0001.jpg/revision/latest?cb=20180417234004;Torch Vol 1 4;Mark was filming on a tropical island just when Compound D arrived ashore, wrapping up the entire film crew and making them all his thralls.[99]
2701;Mark;https://static.wikia.nocookie.net/marveldatabase/images/4/4b/Mark_%28Child%29_%28Earth-616%29_from_Kingpin_Vol_2_2_0001.jpg/revision/latest?cb=20180411234401;Kingpin Vol 2 2;Mark was a patient in a children's hospital built by Wilson Fisk and was very fond of Fisk. He played with Fisk every time he visited.[100]
2702;Mark;https://static.wikia.nocookie.net/marveldatabase/images/5/5c/Mark_%28Skrull%29_%28Earth-616%29_from_Skrull_Kill_Krew_Vol_2_5.jpg/revision/latest?cb=20180410165506;Skrull Kill Krew Vol 2 5;Mark was one of the Skrull/Cow hybrids who became a comic book artist and tried to convey the message with his comics that there was nothing to be afraid of their race.[101]
2703;Mark;https://static.wikia.nocookie.net/marveldatabase/images/5/5d/Mark_%28Earth-616%29_from_Iron_Age_Vol_1_1_0001.jpg/revision/latest?cb=20210406162141;Iron Age Vol 1 1;Mark was a telekinetic mutant who was able to move only small objects, but was still chased by Sir James Jasper's team of Beetles to intern him, but Captain Britain came to his rescue.[102]
2704;Marker;https://static.wikia.nocookie.net/marveldatabase/images/9/97/Marker_%28Earth-616%29_from_Invincible_Iron_Man_Vol_1_506_0001.jpg/revision/latest?cb=20210522163122;Invincible Iron Man Vol 1 506;"Marker was a member of the Hammer Battle Group, a group of men in armor under the command of Sasha Hammer. The Group traveled to Paris during the Fear Itself crisis to retrieve the Detroit Steel Armor and the body of Lt. Johnson and there they collided with the Grey Gargoyle possessed by Mokk.[103]
While recovering the Armor, they encountered Rescue in Paris and were about to attack her when Grey Gargoyle possessed by Mokk appeared, transforming one of the members of the Hammer Battle Group into a statue. During the battle, the three remaining members, given the difficulty in dealing with Mokk, withdrew, being accused by Sasha of being cowards.[104]
During the fight against Mokk, Sasha Hammer ordered Marker and the other member survivor of the Hammer Corps to retreat, leaving Rescue at Mokk's mercy even though one of the two members of the Hammer Corps told Sasha they should not leave her, but Sasha didn't care.[105]"
2705;Markie;https://static.wikia.nocookie.net/marveldatabase/images/5/51/Markie_%28Earth-616%29_from_Daredevil_Vol_1_184_001.png/revision/latest?cb=20150607214150;Daredevil Vol 1 184;Markie was a heroin junkie who died from an uncut dose.[106]
2706;Marla;https://static.wikia.nocookie.net/marveldatabase/images/c/c2/Marla_%28Only_Cake%29_%28Earth-616%29_from_Hulk_Vol_4_7_0001.jpg/revision/latest?cb=20171111001428;Hulk Vol 4 7;"Marla was the owner of the technical material for the Only Cake kitchen webshow that was destroyed during the transformation of the star of the show Oliver Constantin into a monstrous being due to a mutogen compound poured on the cake he prepared by the show's cameraman.[107]
While trying to recover some of the material from the recording studio, Marla came into contact with a small part of the offending cake and her hand was also infected and underwent a mutation.[108]"
2707;Marlon;https://static.wikia.nocookie.net/marveldatabase/images/7/7c/Marlon_%28Earth-616%29_from_Captain_America_Vol_1_388_0001.jpg/revision/latest?cb=20200621095523;Captain America Vol 1 388;Marlon was one of the best Taskmaster students and was hired with others for a sparring partner session dressed as Captain America. The opponent turned out to be the Red Skull who killed Lenny and the other sparring partners in an extremely simple way.[109]
2708;Marlowe;https://static.wikia.nocookie.net/marveldatabase/images/8/82/Marlowe_%28Earth-616%29_from_Marvel_Premiere_Vol_1_2_001.png/revision/latest?cb=20140528114853;Marvel Premiere Vol 1 2;Marlowe was a private eye hired by Col. Barney Roberts, Sen. Nathan Carter, and Mr. Josiah Grey to find their children.[110]
2709;Marlowe;https://static.wikia.nocookie.net/marveldatabase/images/e/e5/Captain_Marlowe_%28Earth-616%29_from_Sub-Mariner_The_Depths_Vol_1_4_001.jpg/revision/latest?cb=20170930125553;Sub-Mariner: The Depths Vol 1 1;Minor Appearance: Sub-Mariner: The Depths #2, Sub-Mariner: The Depths #3, Sub-Mariner: The Depths #5
2710;Marnie;https://static.wikia.nocookie.net/marveldatabase/images/8/87/Marnie_%28Earth-616%29_from_X-Men_Vol_3_8_0001.jpg/revision/latest?cb=20200614173220;X-Men Vol 3 8;Marnie was a bully who with her two friends bullied the boys who left school and passed through their territory.[114]
2711;Marta;https://static.wikia.nocookie.net/marveldatabase/images/9/9c/Marta_%28Earth-616%29_from_Conan_the_Barbarian_Vol_1_165_001.png/revision/latest?cb=20130414133103;Conan the Barbarian Vol 1 165;Marta was a tough looking woman who was heading a rival thieves' gang. Believing Conan and Fafnir had stolen the jewel of Thazarra, Marta ordered her men to assault the Cimmerian, but, after she learned that the gem had not yet been stolen, she and her gang set out to get it for themselves. In the Temple of the Dragon, their gang crossed swords with the two barbarians and Marta was eventually possessed by the spirit of Thazarra. Running to escape from the chamber, she darted through a doorway and triggered a bladed trap, which fell from the archway and beheaded her.[115]
2712;Marta;https://static.wikia.nocookie.net/marveldatabase/images/5/55/Marta_%28Spain%29_%28Earth-616%29_from_Daredevil_Vol_2_116_0001.png/revision/latest?cb=20160218020454;Daredevil Vol 2 116;Marta was a Spanish woman who met and started a relationship with Wilson Fisk when he tried to start a new life in Spain. Fisk fell in love with Marta, as she made him smile at silly things, and because of the way she enjoyed life. Marta eventually allowed Wilson to meet her children, Adriana and Jaime, and even refused to learn about Wilson's past, as she preferred to simply meet the man that was trying to change. However, after some months of a happy relationship, Marta and her children were slaughtered by the Hand and Lady Bullseye.[116]
2713;Marta;https://static.wikia.nocookie.net/marveldatabase/images/6/6e/Marta_%28Earth-616%29_from_Fantastic_Four_Vol_6_29_0001.jpg/revision/latest?cb=20210212212600;Fantastic Four Vol 6 29;Luis was a neighbor of Sky in the Soho neighborhood.[117]
2714;Marta;https://static.wikia.nocookie.net/marveldatabase/images/d/d5/Marta_%28Earth-616%29_from_America_Chavez_Made_in_the_USA_Vol_1_2_0001.jpg/revision/latest?cb=20210414195112;America Chavez: Made in the USA Vol 1 2;Marta was America's adoptive aunt. Upon her return to the Washington Heights neighborhood she was very happy to meet and hug her niece again.[118]
2715;Martens;https://static.wikia.nocookie.net/marveldatabase/images/1/12/Martens_%28Earth-616%29_from_Red_She-Hulk_Vol_1_62_001.png/revision/latest?cb=20140909191433;Red She-Hulk Vol 1 62;Martens was a Project Echelon superhuman with the power to block Red She-Hulk's transformation for about twenty minutes, who confronted her in Annapolis.[119]
2716;Martha;https://static.wikia.nocookie.net/marveldatabase/images/b/b8/Martha_%28Fontain_of_Youth%29_%28Earth-616%29_from_Tales_of_Suspense_Vol_1_23_0001.jpg/revision/latest?cb=20200527022726;Tales of Suspense Vol 1 23;Martha and her husband John gave up their business to retire to Florida. There they helped an alien to return to his ship and to thank them for their kindness, the alien bathed them (without their knowledge) with the waters of the swamp, which were the fountain of youth. John and Martha lost some memory and they both found themselves rejuvenated, not remembering that they had been elderly and that they had met the alien.[120]
2717;Martha;https://static.wikia.nocookie.net/marveldatabase/images/2/2c/Martha_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_50_001.png/revision/latest?cb=20200129001814;Amazing Spider-Man Vol 1 50;Despite the Daily Bugle's alarming claims, Martha was thankful to Spider-Man for saving her payroll and life, after he defeated the criminals who attempted to rob her office.[121]
2718;Martha;https://static.wikia.nocookie.net/marveldatabase/images/9/9b/Martha_%28Earth-616%29_from_Avengers_Vol_1_74_001.jpg/revision/latest?cb=20210326165200;Avengers Vol 1 74;Martha fainted as she witnessed the Vision disappearing into the sidewalk, as the android was stalking the streets looking for the Black Panther.[122] Some time later, the wall of Martha's home was damaged in a battle between Spider-Man and Captain Britain, forcing her husband to call the police.[123]
2719;Martha;https://static.wikia.nocookie.net/marveldatabase/images/6/62/No_Image_Female.jpg/revision/latest?cb=20101028214210;Daredevil Vol 1 139;Martha and her husband Henry saw Daredevil swinging through the air overhead, and grumbled that super-heroes were just showoffs that never did any good for them.[124]
2720;Martha;https://static.wikia.nocookie.net/marveldatabase/images/6/67/Martha_%28Reporter%29_%28Earth-616%29_from_Daredevil_Spider-Man_Vol_1_4_001.png/revision/latest?cb=20160807134953;Daredevil/Spider-Man Vol 1 4;WXNK reporter Martha covered the news about an impenetrable cosmic energy bubble which encased a three-block stretch just southeast of a Venturi dockside apartments.[125]
2721;Martha;https://static.wikia.nocookie.net/marveldatabase/images/a/ae/Martha_%28Doctor%29_%28Earth-616%29_from_New_Avengers_Annual_Vol_3_1_001.png/revision/latest?cb=20161119101710;New Avengers Annual Vol 3 1;Martha was a former lover and colleague of Doctor Strange.[126]
2722;Martin;https://static.wikia.nocookie.net/marveldatabase/images/c/c2/Martin_%28Sailor%29_%28Earth-616%29_from_Marvel_Mystery_Comics_Vol_1_11_0001.jpg/revision/latest?cb=20181017222712;Marvel Mystery Comics Vol 1 11;Martin was the second officer on board the Super Yacht commanded by Luther Robinson and used to flush out the Sub-Mariner and the Atlanteans.[127]
2723;Martin;https://static.wikia.nocookie.net/marveldatabase/images/6/60/Martin_%28Earth-616%29_from_Marvel_Mystery_Comics_Vol_1_28_0001.jpg/revision/latest?cb=20181017224245;Marvel Mystery Comics Vol 1 28;During the Mardi Gras parade on Coney Island, a terrorist threw a flaming bomb at a car in the parade, killing all the passengers except Mr. Martin., who managed to tell the Human Torch that there were smugglers in the tower just before losing consciousness.[128]
2724;Martin;https://static.wikia.nocookie.net/marveldatabase/images/f/f5/Mr._Martin_%28Earth-616%29_from_Comedy_Comics_Vol_1_11_0001.jpg/revision/latest?cb=20181017171132;Comedy Comics Vol 1 11;Mr. Martin was the father of Maisie Martin, an aspiring actress. With his whole family, he went to see his daughter's recitation which turned out to be a comedy success despite sabotage by Maisie's rival.[129]
2725;Martin;https://static.wikia.nocookie.net/marveldatabase/images/8/85/Mrs._Martin_%28Earth-616%29_from_Comedy_Comics_Vol_1_11_0001.jpg/revision/latest?cb=20181017171646;Comedy Comics Vol 1 11;Mrs. Martin was the mother of Maisie Martin, an aspiring actress. With her whole family, she went to see her daughter's recitation which turned out to be a comedy success despite sabotage by Maisie's rival.[129]
2726;Martin;https://static.wikia.nocookie.net/marveldatabase/images/0/03/Dr._Martin_%28Earth-616%29_from_Kid_Komics_Vol_1_1.jpg/revision/latest?cb=20181016164913;Kid Komics Vol 1 1;Dr. Martin ventured in the Endless Caverns to explore them and prove that they are not endless, but he disappeard for months. When he was about to be declared missing, he reappeared at the mouth of the cave totally exhausted, warning everyone to use explosives to close the mouth of the cave because of the being that is inside. Then he collapsed and died.[130]
2727;Martin;https://static.wikia.nocookie.net/marveldatabase/images/1/1d/Martin_%28Circus%29_%28Earth-616%29_from_Sub-Mariner_Comics_Vol_1_22_0001.jpg/revision/latest?cb=20181017205513;Sub-Mariner Comics Vol 1 22;Co-owner of the Martin and Vanna Circus, Martin was assassinated by Darko the Clown after he fired him and accused him of not being able to laugh any more.[131]
2728;Martin;https://static.wikia.nocookie.net/marveldatabase/images/4/4f/Martin_%28Actor%29_%28Earth-616%29_from_Deadly_Hands_of_Kung_Fu_Vol_1_26_0001.jpg/revision/latest?cb=20181016153219;Deadly Hands of Kung Fu Vol 1 26;Martin was an actor who participated in Rikki Trane's film shot in Canada where Bob Diamond had an accident and everyone thought he was dead in the snow.[132]
2729;Martin;https://static.wikia.nocookie.net/marveldatabase/images/d/d2/Martin_%28South_Bronx%29_%28Earth-616%29_from_Marvel_Graphic_Novel_Vol_1_5_001.png/revision/latest?cb=20170602092603;Marvel Graphic Novel Vol 1 5;Martin was the leader of the street gang eliminated by Anne for interfering with her hunt for Kitty Pryde. Martin managed to wound her with a thrown switchblade when his cohort Julio distracted her, but Anne then opened fire, killing Martin. Julio and the others soon joined them as they tried to gang-up on the wounded but well-armed Purifier.[133]
2730;Martin;https://static.wikia.nocookie.net/marveldatabase/images/e/e1/Martin_%28Earth-616%29_from_Punisher_Vol_2_4_0001.jpg/revision/latest?cb=20191224181820;Punisher Vol 2 4;Martin was Frank Castle's weapons supplier and was killed in a shootout while giving information to Frank about a religious cult that was looking for many weapons.[134]
2731;Martin;https://static.wikia.nocookie.net/marveldatabase/images/b/b0/Martin_%28Henchman%29_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_297_0001.jpg/revision/latest?cb=20181017150651;Amazing Spider-Man Vol 1 297;Martin was a stooge of Doctor Octopus who acted as his chauffeur and helicopter pilot.[135]
2732;Martin;https://static.wikia.nocookie.net/marveldatabase/images/4/43/Congressman_Martin_%28Earth-616%29_from_Fantastic_Four_Vol_1_335_0001.jpg/revision/latest?cb=20161113230652;Fantastic Four Vol 1 335;Member of the United States Congress and of the Super-Hero Registration Act Subcommittee which was to decide whether to implement the registration of humans with superpowers.[136]
2733;Martin;https://static.wikia.nocookie.net/marveldatabase/images/1/15/Martin_%28Henchman%29_%28Earth-616%29_from_Terror_Inc._Vol_1_8_0001.jpg/revision/latest?cb=20181014185848;Terror Inc. Vol 1 8;Martin was a henchman of Mr. Servido charged with kidnapping Suzie and Ollie Henry but was intercepted by Terror, who sprinkled him with gasoline and set him on fire.[137]
2734;Martin;https://static.wikia.nocookie.net/marveldatabase/images/8/82/Martin_%28Earth-616%29_from_Marvels_Vol_1_4_0001.jpg/revision/latest?cb=20190623084439;Marvels Vol 1 4;"Martin was one of the patrons who went to the bookstore to get the photobook ""Marvels"" signed by its author Phil Sheldon.[138]"
2735;Martin;https://static.wikia.nocookie.net/marveldatabase/images/f/fe/Martin_%28Earth-616%29_from_Gambit_Vol_2_3_0001.jpg/revision/latest?cb=20181014170349;Gambit Vol 2 3;Martin joined the cult of the Seventh House initially to meet the female cultists, but then stayed as found he could make easy money in the cult. At the service of the Cult, Martin began to follow and spy on Gambit and Anielle, following them to France where he was devoured by demonic insects.[139]
2736;Martin;https://static.wikia.nocookie.net/marveldatabase/images/6/60/Martin_%28Earth-616%29_from_Captain_America_Vol_4_12_0001.jpg/revision/latest?cb=20181014171518;Captain America Vol 4 12;Martin was a boy whom Steve Rogers taught to respect the flag of their homeland.[140]
2737;Martin;https://static.wikia.nocookie.net/marveldatabase/images/d/da/Martin_%28Earth-616%29_from_Sensational_Spider-Man_Vol_2_29_001.png/revision/latest?cb=20160529130410;Sensational Spider-Man Vol 2 29;Martin was Mary Jane Watson's assistant for a MacBeth rehearsal.[141]
2738;Martin;https://static.wikia.nocookie.net/marveldatabase/images/b/bb/Martin_%28Midtown_High%29_%28Earth-616%29_from_Amazing_Spider-Man_Vol_3_1.2_0001.jpg/revision/latest?cb=20161210185816;Amazing Spider-Man Vol 3 1.2;Martin was one of the members of the school A.V. Club at Midtown High School.[142]
2739;Martin;https://static.wikia.nocookie.net/marveldatabase/images/b/bf/Martin_%28Pundit%29_%28Earth-616%29_from_Captain_America_Sam_Wilson_Vol_1_9_0001.jpg/revision/latest?cb=20181016150559;Captain America: Sam Wilson Vol 1 9;Martin was a television pundit talking about the return of Steve Rogers and consequently the presence of two Captain Americas.[143]
2740;Martina;https://static.wikia.nocookie.net/marveldatabase/images/c/cc/Martina_%28Earth-616%29_from_Thor_Vol_2_58_001.png/revision/latest?cb=20140326073641;Thor Vol 2 58;Martina was a Slokovian worshiper of Thor.[144]
2741;Marty;https://static.wikia.nocookie.net/marveldatabase/images/e/ec/Marty_%28Driver%29_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_72_001.png/revision/latest?cb=20200129014800;Amazing Spider-Man Vol 1 72;"Marty was driving an armored car which was attacked by Shocker; once Spider-Man defeated the villain and left the dough grabbed from the truck, he truly recognized Spider-Man's bravery.[145]
Many years later, Marty recalled how he used to drive a garbage truck across Manhattan.[146]
A few years later, Marty and Herb barely escaped with their lives when their armored car was attacked by Electro.[96]"
2742;Marty;https://static.wikia.nocookie.net/marveldatabase/images/9/91/Marty_%28Security_Guard%29_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_146_001.png/revision/latest?cb=20200129063521;Amazing Spider-Man Vol 1 146;Marty was one of Santonio's security guards.[147]
2743;Marty;https://static.wikia.nocookie.net/marveldatabase/images/c/c3/Marty_%28Georgia%29_%28Earth-616%29_from_Jungle_Action_Vol_2_24_001.png/revision/latest?cb=20200403035621;Jungle Action Vol 2 24;Marty was a golf player who witnessed the Wind Eagle flying over the Water Crest Country Club.[148]
2744;Marty;https://static.wikia.nocookie.net/marveldatabase/images/7/7d/Marty_%28Truck_Driver%29_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_167_001.png/revision/latest?cb=20200130002742;Amazing Spider-Man Vol 1 167;Marty and his partner Ted were two truck drivers who came across Will O' the Wisp on a desolate stretch of the New Jersey coast highway.[149]
2745;Marty;https://static.wikia.nocookie.net/marveldatabase/images/a/a9/Marty_%28Texas%29_%28Earth-616%29_from_X-Men_Vol_1_111_001.png/revision/latest?cb=20201011225357;X-Men Vol 1 111;"Marty was one of the kids who attended ""Mr. Mike's One-Ring Traveling Tent Show"" in Sullivan County, unaware that its star attractions were the X-Men under Mesmero's hypnosis.[150]"
2746;Marty;https://static.wikia.nocookie.net/marveldatabase/images/c/ca/Marty_%28Earth-616%29_from_Captain_America_Vol_1_250_001.png/revision/latest?cb=20200301200715;Captain America Vol 1 250;"Marty was part of Samuel T. Underwood's staff; he didn't think they could convince Captain America to run for President.[151]"
2747;Marty;https://static.wikia.nocookie.net/marveldatabase/images/b/bf/Marty_%28Earth-616%29_from_Astonishing_Spider-Man_%26_Wolverine_Vol_1_1_001.png/revision/latest?cb=20140718232609;Astonishing Spider-Man & Wolverine Vol 1 1;Marty met Spider-Man and Wolverine during a bank robbery.[152]
2748;Marty;https://static.wikia.nocookie.net/marveldatabase/images/f/f0/Marty_%28McLaren%29_%28Earth-616%29_from_Avengers_Vol_3_4_001.png/revision/latest?cb=20131104112020;Avengers Vol 3 4;"Marty was Megan McLaren's cameraman.[153]
Marty filmed Thor assaulting news reporters after the battle against the Exemplars by the East River.[154]"
2749;Marv;https://static.wikia.nocookie.net/marveldatabase/images/6/6d/Marv_%28Earth-616%29_from_X-Men_Vol_1_24_001.png/revision/latest?cb=20200212063439;X-Men Vol 1 24;Marv was one of the policemen called by Henry after his wheat field was razed by the Locust's giant insects.[155]
2750;Marv;https://static.wikia.nocookie.net/marveldatabase/images/c/c1/Marv_%28Earth-616%29_from_Fear_Itself_Deadpool_Vol_1_3_001.jpg/revision/latest?cb=20220101192839;Fear Itself: Deadpool Vol 1 1;"Marv and his partner Larry pretended to be two repairmen to retrieve a hammer that would save Cimarron's people.[156]
The hammer, which Deadpool appropriated and gave it to the Walrus, believing it to be a fake, was used by Larry and his partner to defeat the werewolves in Cimarron.[157]
Finally, they tell Deadpool that the hammer is in fact a magical object that was used to oppose a group of werewolves who were planning to storm the town of Cimarron.[158]"
2751;Marvin;https://static.wikia.nocookie.net/marveldatabase/images/4/4f/Marvin_%28Rail_Worker%29_%28Earth-616%29_from_Journey_into_Mystery_Vol_1_125_001.png/revision/latest?cb=20151003131257;Journey into Mystery Vol 1 125;Marvin was a rail worker who witnessed Hercules lifting a fallen sequoia from the tracks and hurling it into the surrounding hills.[159]
2752;Marvin;https://static.wikia.nocookie.net/marveldatabase/images/7/7f/Marvin_%28Boxer%29_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_38_001.png/revision/latest?cb=20200128064323;Amazing Spider-Man Vol 1 38;Marvin was a boxer who confronted Joe Smith and Spider-Man at the gym.[160]
2753;Marvin;https://static.wikia.nocookie.net/marveldatabase/images/d/df/Marvin_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_82_001.png/revision/latest?cb=20200129033654;Amazing Spider-Man Vol 1 82;Marvin was a late night TV show host who briefly interviewed Spider-Man on the Midnight Show, before they were abruptly interrupted by Electro's attack.[161]
2754;Marvin;https://static.wikia.nocookie.net/marveldatabase/images/0/02/Marvin_%28Long_Island%29_%28Earth-616%29_from_Iron_Man_Vol_1_36_001.png/revision/latest?cb=20201205221720;Iron Man Vol 1 36;While driving on the Long Island Expressway, Marvin witnessed Iron Man lift a two-ton car.[162]
2755;Marvin;https://static.wikia.nocookie.net/marveldatabase/images/0/02/Marvin_from_X-Force_Vol_1_66_0001.jpg/revision/latest?cb=20190111204917;X-Force Vol 1 66;Marvin was an obese child who visited the Wackyworld theme park with his mother.[163]
2756;Marvin;https://static.wikia.nocookie.net/marveldatabase/images/5/57/Marvin_%28Manhattan%29_%28Earth-616%29_from_Spider-Man_The_Venom_Agenda_Vol_1_1_001.png/revision/latest?cb=20131023203257;Spider-Man: The Venom Agenda Vol 1 1;Marvin was on the subway train with Peter Parker when he was having a severe sinus headache.[164]
2757;Marvin;https://static.wikia.nocookie.net/marveldatabase/images/d/d7/Marvin_%28Drug_Dealer%29_%28Earth-616%29_from_Black_Panther_Vol_3_2_001.png/revision/latest?cb=20170627111123;Black Panther Vol 3 2;Marvin was a drug dealer who was forcibly recruited by the Black Panther as one of his intelligence operatives.[165]
2758;Marvin;https://static.wikia.nocookie.net/marveldatabase/images/7/7b/Marvin_%28Redemption%29_%28Earth-616%29_from_Daredevil_Redemption_Vol_1_4_001.png/revision/latest?cb=20140423063410;Daredevil: Redemption Vol 1 4;As requested by Matthew Murdock, Marvin installed a voice simulator to help Amos Flood in Redemption Valley.[166]
