;name;image;appearences;description
3473;Richie;https://static.wikia.nocookie.net/marveldatabase/images/8/89/Rico_%28Pimp%29_%28Earth-616%29_from_AXIS_Carnage_Vol_1_1_0001.jpg/revision/latest?cb=20180824100947;AXIS: Carnage Vol 1 1;Rico was a pimp to whom Carnage cut his hand convinced that he was attacking a girl he had previously saved from an assailant but who was actually a prostitute of Rico.[144]
3474;Richie;https://static.wikia.nocookie.net/marveldatabase/images/4/4b/Rico_%28Earth-616%29_from_Elektra_Vol_5_1_0001.jpg/revision/latest?cb=20180824093308;Elektra Vol 5 1;Rico was a henchman of Jasper who was killed by Elektra with four shuriken in the back.[145]
3475;Rick;https://static.wikia.nocookie.net/marveldatabase/images/d/d1/Ridge_%28Reporter%29_%28Earth-616%29_from_Daredevil_Black_and_White_Vol_1_1_001.png/revision/latest?cb=20140618175249;Daredevil: Black and White Vol 1 1;Mr. Ridge was a Daily Record reporter who was accused of being a serial killer.[146]
3476;Ricky;https://static.wikia.nocookie.net/marveldatabase/images/2/2e/Rigby_%28Earth-616%29_from_Giant-Size_Chillers_Featuring_Curse_of_Dracula_Vol_1_1_001.png/revision/latest?cb=20170501135441;Giant-Size Chillers Featuring Curse of Dracula Vol 1 1;Miss Rigby was Lord Henry's secretary.[147]
3477;Rico;https://static.wikia.nocookie.net/marveldatabase/images/f/f7/Rio_%28Earth-616%29_from_The_Variants_Vol_1_1_001.jpg/revision/latest?cb=20220702163309;The Variants Vol 1 1;"Rio was the owner of the Coffee Shop of which Jessica Jones was a regular customer. Rio confided in Jessica that he could not pay protection to Hammerhead, and when the criminal and his men showed up to be paid, Jessica easily defeated them and showed Rio that it wasn't really Hammerhead, but an imposter exploiting the name of the gangster.[148]
Some time later, Rio was again threatened by the fake Hammerhead who brought Bruto the Strongman from Circus of Crime with him just as he entered the Rio bar Jessica Jones with three alternate versions of his that put the aspiring crime boss on the run.[149]"
3478;Ridge;https://static.wikia.nocookie.net/marveldatabase/images/0/0f/Rip_%28Earth-616%29_from_Captain_America_Vol_1_399_0001.jpg/revision/latest?cb=20200621164917;Captain America Vol 1 399;Rip was a member of the Mudsharks street gang and they found Rachel Leighton handcuffed to a subway column and wanted to take advantage of her when Crossbones, the one who had handcuffed her, returned and killed Rob and all the other members of the Mudsharks.[150]
3479;Rigby;https://static.wikia.nocookie.net/marveldatabase/images/7/78/Ripley_%28Earth-616%29_from_Punisher_Summer_Special_Vol_1_3_001.png/revision/latest?cb=20130817144703;Punisher Summer Special Vol 1 3;Ripley was a member of the Psycho-Cops, a band of deranged pleasure killers who modified conventional paintguns and fired ball bearings instead of paintballs. Ripley was killed by the Punisher as he made his napalm magazine explode.[151]
3480;Rio;https://static.wikia.nocookie.net/marveldatabase/images/c/c8/Ripper_%28Bodybaggers%29_%28Earth-616%29_from_Punisher_Summer_Special_Vol_1_3_001.png/revision/latest?cb=20130817144642;Punisher Summer Special Vol 1 3;Ripper was the Bodybaggers' leader. He allied with the Punisher to fight the Psycho-Cops.[151]
3481;Rip;https://static.wikia.nocookie.net/marveldatabase/images/6/6f/Rita_from_Black_Widow_Vol_3_5_001.jpg/revision/latest?cb=20140131193715;Black Widow Vol 3 2;Rita was a waitress at the Santa Fe Dominion Hotel in New Mexico.[152] Kestrel became infatuated with her and often travelled to the hotel while on assignment, and eventually they became lovers.[153]
3482;Rip;https://static.wikia.nocookie.net/marveldatabase/images/b/b3/Rita_%28Earth-616%29_from_Alpha_Flight_Vol_4_0.1_0001.jpg/revision/latest?cb=20201214224113;Alpha Flight Vol 4 0.1;Rita was an assistant to Dr. Michael Twoyoungmen in the operating room at the Grand Lac Victoria Indian Settlement Hospital.[154]
3483;Ripley;https://static.wikia.nocookie.net/marveldatabase/images/e/ea/Rivyksen_%28Earth-616%29_from_Human_Torch_Vol_3_10_0001.jpg/revision/latest?cb=20161012102445;Human Torch Vol 3 10;Rivyksen was one of two Knights who Shyla ordered him to follow her to capture the Human Torch.[155]
3484;Ripper;https://static.wikia.nocookie.net/marveldatabase/images/e/e5/Riz_%28Earth-616%29_from_U.S.Agent_Vol_2_1_0001.jpg/revision/latest?cb=20201107150326;U.S.Agent Vol 2 1;Rizzo was an agent of the O.N.E. which was assigned by Valerie Cooper in the Omaha, Nebraska office. To upset Cooper for assigning him to that office, he sent Cooper's preferred agent, U.S. Agent, active at the site of the Virago site attack.[156]
3485;Rita;https://static.wikia.nocookie.net/marveldatabase/images/a/aa/Roach_%28Hoodlum%29_%28Earth-616%29_from_Fantastic_Four_Vol_1_242_001.png/revision/latest?cb=20220314042944;Fantastic Four Vol 1 242;Roach was one of the hoodlums who attempted to harass the Thing in Central Park.[157]
3486;Rivyksen;https://static.wikia.nocookie.net/marveldatabase/images/3/3e/Roach-Face_%28Earth-616%29_from_Wolverine_Vol_2_83_001.png/revision/latest?cb=20140304183816;Wolverine Vol 2 83;Roach-Face was defeated by Albert.[158]
3487;Rizzo;https://static.wikia.nocookie.net/marveldatabase/images/6/65/Rob_%28Earth-616%29_from_Captain_America_Vol_1_399_0001.jpg/revision/latest?cb=20200621164234;Captain America Vol 1 399;Rob was a member of the Mudsharks street gang and they found Rachel Leighton handcuffed to a subway column and wanted to take advantage of her when Crossbones, the one who had handcuffed her, returned and killed Rob and all the other members of the Mudsharks.[150]
3488;Roach;https://static.wikia.nocookie.net/marveldatabase/images/9/9a/Sergeant_Robbey_%28Earth-616%29_from_Patsy_Walker_Vol_1_2_0001.jpg/revision/latest?cb=20190201152320;Patsy Walker Vol 1 2;Sergeant Robbey was a war hero that moved to Centerville where he taught chemistry and coached the girls' basketball team.[159]
3489;Roach-Face;https://static.wikia.nocookie.net/marveldatabase/images/e/ee/Robbie_%28Earth-616%29_from_Deadpool_Vol_4_6_001.png/revision/latest?cb=20160319151433;Deadpool Vol 4 6;Robbie was a punk kid who found Deadpool washed ashore in Newport Beach.[160]
3490;Roach-Face;https://static.wikia.nocookie.net/marveldatabase/images/9/99/Robbie_%28Earth-616%29_from_Devil%27s_Reign_Villains_for_Hire_Vol_1_1_001.jpg/revision/latest?cb=20220121214557;Devil's Reign: Villains for Hire Vol 1 1;Robbie was a member of the terrorist group Humanity Liberation Movement and was among those who participated in the assault on the Met Gala but the assault was opposed by Mayor Fisk's Thunderbolts and Robbie was killed by Taskmaster.[161]
3491;Rob;https://static.wikia.nocookie.net/marveldatabase/images/d/d8/Robbins_%28Indian_Agent%29_%28Earth-616%29_from_Two-Gun_Kid_Vol_1_27_0001.jpg/revision/latest?cb=20180919145621;Two-Gun Kid Vol 1 27;Robbins was the Indian agent who tried to bring a second herd of cattle to the Cheyenne reserve after the first had been robbed but during the attempt Robbins was killed by the men of Captain Baird who tried to get the Cheyenne tribe to go away and then take possession of the earth where there were strands of gold.[162]
3492;Rob;https://static.wikia.nocookie.net/marveldatabase/images/6/60/Robbins_%28Earth-616%29_from_Patsy_Walker_Vol_1_106.jpg/revision/latest?cb=20160516013248;Patsy Walker Vol 1 106;"Mr. Robbins is a postal carrier in Centerville, California. He is likely related to Ronald ""Ronnie"" Robbins.[163][164]"
3493;Rob;https://static.wikia.nocookie.net/marveldatabase/images/c/c3/Mrs._Robbins_%28Earth-616%29_from_Daredevil_Annual_Vol_1_6_0001.jpg/revision/latest?cb=20180918155915;Daredevil Annual Vol 1 6;Mrs. Robbins was the wife of the corrupt policeman Paul Robbins and assisted him on his death bed while she was simultaneously arguing with his lover.[165]
3494;Rob;https://static.wikia.nocookie.net/marveldatabase/images/1/11/Robbins_%28Earth-616%29_from_Force_Works_Vol_1_13_001.png/revision/latest?cb=20220715151947;Force Works Vol 1 13;Robbins was one of the guards of the Vault, who warned Warden Eric Jzemlico that they had been locked out of the Vault's security management system.[84]
3495;Robbey;https://static.wikia.nocookie.net/marveldatabase/images/e/eb/Robert_%28Earth-616%29_from_Daredevil_Vol_1_86_0001.jpg/revision/latest?cb=20190613175612;Daredevil Vol 1 86;A newscaster, speaks in a television newscast about Daredevil's recent war on crime, and immediately after passes the line to the correspondent Michi Taylor to comment on the party made by socialite Raymond Carter in honor of his two friends Matt Murdock and Karen Page[166]
3496;Robbey;https://static.wikia.nocookie.net/marveldatabase/images/f/fa/Robert_%28Mr._Six%29_%28Earth-616%29_from_Zombie_Vol_1_2_001.png/revision/latest?cb=20170227154152;Zombie Vol 1 2;"Robert was Mr. Six's chauffeur.[9]
He drove him out to the court building.[167]
Robert was eventually killed by the Zombie.[168]"
3497;Robbey;https://static.wikia.nocookie.net/marveldatabase/images/c/cc/Robert_%28Earth-616%29_from_Spider-Woman_Vol_1_46_0001.jpg/revision/latest?cb=20190613222248;Spider-Woman Vol 1 46;Robert was Wilson Fisk's driver and henchman. When Fisk and Spider-Woman were arguing in his limousine, Robert tried to draw his gun but Spider-Woman easily stunned him with her Venom Blast.[169]
3498;Robbey;https://static.wikia.nocookie.net/marveldatabase/images/4/49/Robert_%28Crusader%29_%28Earth-616%29_from_Strange_Combat_Tales_Vol_1_4_0001.jpg/revision/latest?cb=20180815211013;Strange Combat Tales Vol 1 4;Robert was one of the five Crusader knights rendered almost immortal to protect the Spear of Destiny.[170]
3499;Robbey;https://static.wikia.nocookie.net/marveldatabase/images/0/08/Robert_%28Geraci%29_%28Earth-616%29_from_Punisher_Vol_3_8_0001.jpg/revision/latest?cb=20160826224601;Punisher Vol 3 2;Robert was one of the most trusted henchmen of the Geraci Crime Family.[72]
3500;Robbey;https://static.wikia.nocookie.net/marveldatabase/images/c/c7/Robert_%28Earth-616%29_from_Emma_Frost_Vol_1_4_0001.jpg/revision/latest?cb=20190609150328;Emma Frost Vol 1 4;Robert was the bouncer of a place reserved in Nice, on the French Riviera. He initially forbade Emma Frost from entering the club because she couldn't prove her age, but after she told him she knew of her amorous affair with his boss's wife he let her in.[171]
3501;Robbey;https://static.wikia.nocookie.net/marveldatabase/images/c/cd/Robert_%28Earth-616%29_from_Spider-Man_Unlimited_Vol_3_2_0001.jpg/revision/latest?cb=20190613220808;Spider-Man Unlimited Vol 3 2;Robert was the director of the film on the fight against organized crime which saw Mary Jane Watson as the female protagonist.[172]
3502;Robbey;https://static.wikia.nocookie.net/marveldatabase/images/b/b5/Robert_%28Earth-616%29_from_Hercules_Vol_3_1_0001.jpg/revision/latest?cb=20190604180149;Hercules Vol 3 1;Robert was Gordon Allsworth's assistant director for the film about the adventures of Hercules.[173]
3503;Robbey;https://static.wikia.nocookie.net/marveldatabase/images/3/3c/Robert_%28Earth-616%29_from_Marvel_Holiday_Special_Vol_1_2005_0001.jpg/revision/latest?cb=20190615154817;Marvel Holiday Special Vol 1 2005;Robert was Harvey Elder's grandfather, and at Christmas he always dressed as a Santa for his nephew since Harvey was not accepted by people even as a child, including the malls Santas who didn't want him sitting on their laps.[174]
3504;Robbey;https://static.wikia.nocookie.net/marveldatabase/images/6/6b/Robert_%28Singularity%29_from_Fantastic_Four_Vol_1_579_001.png/revision/latest?cb=20140718230130;Fantastic Four Vol 1 579;Robert introduced Reed Richards to the Singularity 2010 conference in Golden, Colorado.[175]
3505;Robbey;https://static.wikia.nocookie.net/marveldatabase/images/9/9e/Robert_%28Earth-616%29_from_Silk_Vol_2_17_0001.jpg/revision/latest?cb=20190613215432;Silk Vol 2 17;Robert was one of the patients who benefited from New U, but who also suffered its relative cellular decay due to the signal triggered by Jackal to reduce the resurrected people to Carrion zombies.[176]
3506;Robbie;https://static.wikia.nocookie.net/marveldatabase/images/3/31/Roberts_%28Earth-616%29_from_Daredevil_Vol_1_51_001.png/revision/latest?cb=20200113002635;Daredevil Vol 1 51;"After the Plastoid attack, Dr. Roberts gave Daredevil some medical treatment; as he received his blood test results, showing presence of radioactive particles, he ordered to call the police in order to find DD and administer him the essential antidote.[177]
Escorted by the police and D.A. Franklin Nelson, Robert found Daredevil in Matt Murdock's Apartment, and surprisingly noticed that the radioactive particles were gone, thanks to an open wound in DD's hand, which made them flow away.[178]"
3507;Robbie;https://static.wikia.nocookie.net/marveldatabase/images/e/e7/Roberts_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_371_001.jpg/revision/latest?cb=20221113221810;Amazing Spider-Man Vol 1 371;Mentions: Amazing Spider-Man #373
3508;Robbins;https://static.wikia.nocookie.net/marveldatabase/images/8/8a/Robin_%28Earth-616%29_from_Fantastic_Four_Road_Trip_Vol_1_1_0001.jpg/revision/latest?cb=20201203191313;Fantastic Four: Road Trip Vol 1 1;Robin was with the Grand Canyon Park service. She picked up a fainted Johnny Storm and carried him to the cabin where the Richards were having a vacation.[180]
3509;Robert;https://static.wikia.nocookie.net/marveldatabase/images/a/a4/Robinson_%28Earth-616%29_from_Doctor_Strange_Vol_2_77_001.png/revision/latest?cb=20161209181222;Doctor Strange Vol 2 77;Dr. Robinson was a colleague of Stephen Strange who worked at Lenox Hill Medical Center.[181]
3510;Roberts;https://static.wikia.nocookie.net/marveldatabase/images/b/b3/Robinow_%28Earth-616%29_from_Daredevil_Vol_3_4_001.png/revision/latest?cb=20140618185441;Daredevil Vol 3 4;Mr. Robinow was taught by Mattthew Murdock how to represent himself in court.[37]
3511;Robin;https://static.wikia.nocookie.net/marveldatabase/images/9/97/Robo-Commander_Seven_%28Spiderling%29_%28Earth-616%29.jpg/revision/latest?cb=20150721040023;Mighty Avengers Vol 2 5.INH;This Spiderling participated in a battle with Luke Cage and Jessica Jones. He was the one who defeated Cage. Like the rest of the participants, Robo-Commander Seven was fired.[182]
3512;Robinson;https://static.wikia.nocookie.net/marveldatabase/images/d/d4/Rocco_%28Hammerhead%29_%28Earth-616%29_from_Spider-Man_Vol_1_70_001.png/revision/latest?cb=20130927115729;Fantastic Four Vol 1 8;"Rocco was one of the inmates who led the prison riot sparked by the Puppet Master.[183]
Some time later, he became one of Hammerhead's henchmen, and was hit by an explosive briefcase handed by Don Fortunato's men.[184]"
3513;Robinson;https://static.wikia.nocookie.net/marveldatabase/images/b/b9/Rocco_%28Construction_Worker%29_%28Earth-616%29_from_Tales_of_Suspense_Vol_1_49_001.png/revision/latest?cb=20200130020046;Tales of Suspense Vol 1 49;Rocco and Charlie witnessed the Angel steal some T.N.T. and fly away with it.[185]
3514;Robinson;https://static.wikia.nocookie.net/marveldatabase/images/2/2f/Rocco_%28Purifiers%29_%28Earth-616%29_from_Marvel_Graphic_Novel_Vol_1_5_001.png/revision/latest?cb=20170602091050;Marvel Graphic Novel Vol 1 5;Rocco was one of the Purifiers who kidnapped the X-Men by ambushing their car as it drove through Central Park, then replacing them with burnt corpses that would be misidentified. He next assisted Anne in spying upon the X-Mansion, during which they captured both Kitty Pryde and Illyana Rasputina, who had sabotaged some surveillance equipment they'd hidden on the grounds. When Kitty escaped the Purifiers' attempt to execute her in the Bronx, Rocco took over the hunt after a street gang injured Anne, eventually catching up to her aboard a subway. He was stopped from killing her and a police officer by the timely intervention of the X-Men and Magneto. He and his fellow Purifiers were then teleported by Nightcrawler to Riker's Island Prison.[186]
